Transaction ID,Date,Amount,Product Type,Region
c743aac1-73fa-4626-ab00-b43e33ee8847,2023-09-22,899.48,Furniture,South
a62a5359-89f4-4bea-a445-0cae1e24f285,2023-10-10,933.12,Books,South
d952d159-2faa-4cb9-bbed-03be0af9bfb9,2023-08-07,125.03,Toys,North
990408bb-705b-4dee-989f-507113fcafd3,2024-06-06,876.42,Toys,Central
3107a18d-31b2-4cc5-a510-37973bb4f759,2023-09-28,351.29,Furniture,Central
61a6d6a5-2c0b-416b-b552-038d19c684cd,2023-04-22,558.31,Furniture,North
04e8ae0f-25bd-4721-81eb-e568a54826bd,2024-08-15,231.97,Toys,North
55140a78-08de-440b-82c7-2f82fa10b702,2024-03-27,279.24,Furniture,North
14d66225-dc4e-471a-a11c-dbc422e9bf6e,2024-01-02,975.92,Electronics,West
b178cb51-06e5-40d0-9470-73153aca66a2,2023-02-20,649.89,Books,West
997c8eee-cd10-4a4d-afb4-99c0902a32b9,2023-09-18,154.46,Clothing,South
ae8941e6-bd1c-4926-87bc-0e08682de185,2024-07-12,424.62,Toys,West
ffaffabf-b730-434d-885f-4e16b28cb958,2023-11-03,357.34,Toys,South
613e9481-7206-4e6d-a5d3-e6deb7e40148,2023-03-27,834.79,Books,South
5c99dbf4-0c6c-4266-b7a7-07ef6076f82f,2024-06-25,995.62,Electronics,South
95549aee-13a5-4321-9cba-523e2d26ffc2,2024-03-08,841.43,Toys,West
3238ede6-b4a3-4d77-9e76-bd03061ff7c7,2024-04-12,394.58,Toys,West
5a99c5b3-3e67-48fd-a85f-a8966b947c5c,2024-05-31,909.98,Books,North
3f0225df-ba93-4168-b519-9c0d50827d6f,2024-11-09,820.49,Toys,East
c569c24b-6692-4f92-a0c1-640dd3317196,2023-11-26,970.33,Furniture,West
b7c559fc-9efd-442d-a8e9-da0b0c54f611,2024-09-27,331.33,Toys,Central
92fa7dfe-cc28-4efa-8d42-e02a600dcb63,2023-10-30,996.03,Furniture,East
98937436-3290-4e34-9404-99a60735e50a,2024-07-22,258.83,Electronics,West
efb6e9b6-1cc5-4ec4-9f44-8c2ddd1da13e,2023-05-01,142.84,Toys,North
342968fc-3b5c-440c-b6cb-adad1b71a4c9,2024-08-16,209.88,Electronics,Central
fd1eabfb-e8b3-4fa4-93c1-1df298a31c38,2024-01-04,54.27,Toys,West
950bae6e-27ab-4088-aa92-914939812abc,2024-05-19,390.79,Electronics,South
7979fe35-eec6-4364-8868-b56f52544739,2024-09-12,843.47,Toys,North
19b27e81-0371-4d7f-bd55-16f65a3ac14f,2024-09-02,704.28,Toys,North
56fa7580-08b3-41be-af5c-ee229ccc0a67,2023-11-15,824.24,Toys,Central
b8f3f43c-db64-4179-9c74-dc2e3e274ddb,2024-11-16,996.1,Furniture,Central
76eb9df6-737d-48a6-8d13-e359bc629e99,2023-05-31,887.46,Toys,West
b8249009-5e16-4f50-a15e-0ede4004e666,2023-09-28,734.97,Clothing,Central
c1c6f43e-d195-4584-b1c9-70b40cc44d6e,2024-06-14,190.71,Furniture,East
bacb9c12-024e-46d7-aae3-021e13fd8c7a,2023-11-30,487.24,Books,North
688422c0-1992-4e96-becd-74135f4ec727,2023-02-20,606.47,Books,Central
a11dfe28-2e7c-4e42-913a-757973d0b5ac,2023-03-28,602.04,Furniture,West
bc5ae6c8-c69f-495d-aa4b-1acb7acb750b,2023-10-27,409.02,Books,South
88d3a067-f034-40bf-970c-b4a77fba7126,2023-09-10,90.6,Books,Central
2fe42bbb-f3c0-4803-9554-aa7b8e780a54,2023-07-18,894.88,Furniture,East
67baa462-da8e-4390-b74e-9d2a24c66498,2024-07-11,807.7,Toys,South
fdc835f3-af8d-4825-bc59-9889ff11cf1c,2024-03-22,711.0,Toys,Central
568a2dfe-bb56-4a9b-a280-6013094fe082,2024-11-08,569.28,Books,West
5f479b5d-ca8c-43ce-b7dc-7403b01cfb92,2024-08-11,266.81,Furniture,South
0cc1acf0-4498-44d8-ac1a-918a441cfb57,2024-03-16,350.06,Furniture,West
cee6201c-0bb8-47f0-a89f-b5779eb56f8c,2023-05-07,854.91,Electronics,Central
683df237-283b-444d-9d7f-932a23c11a5b,2024-03-28,170.08,Books,South
e5f72695-0f56-4943-af26-77260d1808de,2023-05-24,291.44,Books,Central
3ed5a730-1b93-4919-a896-00233d63c862,2024-11-16,252.35,Electronics,North
599554e8-a3ef-4511-834c-82ddb7d18036,2024-04-11,21.29,Electronics,West
4e3d2926-8537-44f1-8647-c623fbeaa816,2024-11-10,963.38,Electronics,North
9ba691af-5b2a-4ab0-be07-dcc34007afd5,2023-07-12,180.76,Electronics,North
93ffb00a-fa53-4603-96cf-85cfa18b492d,2024-10-03,947.78,Toys,North
79558d6d-4905-4314-a588-768fe34991d8,2023-03-22,947.09,Furniture,Central
51cb71c6-ac48-4926-b7c7-bb3a31a46018,2024-04-24,905.14,Toys,South
44986ae8-8c92-4769-a8d8-75ee7dc7644d,2023-09-01,692.99,Clothing,West
cc0401f6-ca1d-4a2f-9127-264b17c08a15,2024-08-08,538.28,Electronics,North
6b682609-10bb-45d6-99fa-7e7238a367bb,2024-07-23,463.54,Books,South
9a06be42-a12b-4fd7-9d41-889426ca44d7,2024-08-05,559.31,Books,West
27662d31-fd7a-469d-9d16-8c7058cc4c6f,2024-02-16,890.32,Books,West
26d5bec5-9f34-47f4-bd1d-715e6112d51b,2023-07-06,919.1,Furniture,East
12481bdb-63e6-4f5b-a574-6efd59f63604,2024-07-04,797.48,Electronics,Central
de87ebdb-ea61-431f-8f3e-72fb8cc5d65d,2024-07-12,631.85,Electronics,South
d015d595-fd98-482b-baea-ea1060cf05e2,2024-07-16,868.01,Furniture,Central
f7d43f8e-5922-47ba-9c26-5248db76fb3c,2024-09-11,571.28,Clothing,South
597eecc6-4ffc-436f-99ae-3b0837da9d04,2024-04-26,721.64,Clothing,North
85c7208e-aa9d-46ac-bb93-f12d959760d5,2024-09-04,165.34,Toys,South
afaceac2-c518-4f9d-a518-e1f4a893743a,2024-01-23,839.78,Clothing,Central
0b10159b-97c5-4458-8f0e-59753b0ee78d,2023-04-04,793.35,Books,Central
64e20d4a-6caa-41d4-8995-3ed88591d062,2023-11-08,933.32,Books,East
bd10324f-15ee-4e92-b7c2-20fbf9d0699e,2024-05-13,655.97,Clothing,South
7661c558-92a5-4ecb-8c3c-b9143e69419a,2024-07-18,778.65,Electronics,North
ad715def-c64a-4028-8b52-d8908e9b30e9,2023-02-04,697.95,Electronics,North
92273f5d-5e3a-43cb-8e0e-41373cab5afc,2024-11-20,576.91,Toys,West
6bbc1435-5c2d-49aa-9f0c-48771ed1cb91,2023-04-28,228.6,Furniture,North
f7b86a63-b5a7-4aa3-ad6e-eab4e4e9b9bd,2024-02-03,769.58,Clothing,South
91cc0701-8973-403f-87c2-c43a20367056,2024-02-07,627.01,Books,South
a1be9a84-4c7d-4324-8dd8-5f7c68807584,2024-10-19,247.52,Clothing,North
bbf87282-11c3-4708-aeed-efc014a863ea,2023-10-18,81.48,Electronics,East
fca067eb-b0dc-4ac2-af75-a3157c7ac33a,2024-06-22,721.45,Toys,West
74341c52-38aa-489a-8a7b-14cd66ac54db,2023-05-27,226.63,Clothing,North
1e00bde8-5a95-44a4-a125-577dab6d5d1f,2024-04-24,118.04,Toys,Central
7b31a13d-3e71-43da-8523-bc8ef3f77e4b,2024-02-11,365.81,Toys,Central
0415ec43-62c1-4f9b-877d-50c0df392d7b,2024-02-15,975.73,Clothing,East
e223aabe-446d-4250-a853-21ccfeeb0f3b,2023-10-06,257.42,Electronics,East
ef785e43-9315-4c4d-8433-1d61df81dc2b,2024-07-14,778.07,Furniture,South
142b07c6-4853-46d6-a2d9-74d925fa51c8,2024-07-05,61.98,Furniture,North
73d2743d-09be-4c2d-a8b9-267c3f938fa5,2023-07-02,38.47,Toys,Central
5e599a8e-7e05-420e-86e9-36039cf9a532,2023-07-12,472.67,Furniture,Central
17b4fcac-512e-4235-bbf0-b448eff2f149,2024-04-14,679.79,Toys,Central
a8617e34-0a45-468d-bf2b-f25b55e743f5,2023-02-20,140.44,Electronics,South
7517aea5-fe5c-4b63-b4d6-ae2e81fa8193,2023-10-12,176.14,Clothing,West
82a97874-8aba-4a7f-88d6-d65f5f2d1e04,2024-07-31,199.4,Furniture,Central
a16032ae-0d67-4804-970e-858cfd3ca504,2023-03-03,345.76,Electronics,Central
7a21e47c-4021-47f0-ac8b-870eeba8ecc7,2024-10-23,726.4,Furniture,Central
3b19ed04-4672-4950-a719-90d23b5fa294,2023-08-04,267.34,Toys,East
52df44f9-28b4-4e34-8dc8-e91975112b89,2023-09-09,530.41,Books,North
854c430b-be91-4ef5-9197-4193be2effcd,2023-04-08,170.88,Toys,Central
82caa0ee-56d2-46e6-91e6-0b1399c446b9,2024-07-06,804.28,Toys,South
df65ee5f-1419-4e00-871a-a42206b4ffa9,2024-07-12,110.97,Toys,North
fbe005a2-02bf-43da-b8a2-97c3834eaa78,2024-06-29,677.14,Electronics,South
75be3d0e-c68c-4e2c-95d8-f8466cc1cb26,2024-08-04,179.85,Clothing,East
27b64394-93e2-4510-95ae-d32c679f108b,2023-11-21,885.48,Clothing,Central
ef80669f-bed8-407b-a99a-a80fbb8c7163,2023-12-18,795.16,Books,North
2c79c469-9177-4280-a0bc-d3e4798dcdcf,2024-11-06,116.16,Electronics,West
f338656e-2e9a-49cd-a4b5-b3f11afbe58a,2024-03-09,50.17,Toys,Central
68b44a7d-dd13-42fd-b6cf-5117bfb1c2ae,2024-05-05,380.02,Electronics,East
a221ddc0-ad7b-464b-8753-2c6d0efa43a9,2024-01-24,445.71,Clothing,Central
b85b0bc5-0d5f-44d9-a532-2319b8c99b43,2023-12-29,546.12,Clothing,East
5e36a4dc-87b4-4f23-8500-45fcd04b8681,2024-11-12,834.78,Furniture,West
e69a1c55-8d45-4b0f-ad07-e265ba8a24e8,2024-09-02,132.84,Electronics,Central
aa61e32f-d9df-4ef8-9a2f-4d639dfdb109,2024-03-22,470.3,Furniture,Central
109df61e-3ad9-4c0f-9261-9d8392437eab,2024-02-23,63.16,Books,Central
048aade5-2ee6-4615-be03-f4c0bc951a2f,2023-12-28,590.4,Furniture,North
ac71df49-6988-43d4-af35-63250e5475b6,2024-10-20,990.92,Electronics,West
3f2d1ec7-1d59-467a-9a29-19982a179fc0,2024-02-09,627.14,Toys,North
78ffe89b-b85a-4ef7-b3d6-e56691d9df22,2024-02-09,789.68,Electronics,Central
7195d3b9-195c-4125-b2b9-859ad6d3021d,2023-08-24,100.2,Electronics,North
7c4f6315-912e-4946-b3df-145cf6e9f9cf,2023-06-20,37.05,Toys,South
c9ccf044-904b-4044-82a3-07e8e48a916c,2023-11-16,117.67,Toys,West
1baf1292-7ab2-4fe8-9c93-7d0075b1742b,2023-03-05,318.71,Books,West
31ee9cf9-4209-4ef8-ad36-20a45f4dfb46,2023-05-06,215.21,Clothing,West
47d281dd-b2c2-4fa5-9d76-103fdd887525,2024-10-12,723.54,Toys,North
b2b8fd50-d776-4f50-b335-3524a0d5e3c8,2023-05-14,327.22,Furniture,West
1ebda5b6-bf2c-476f-97c9-88f049e4f917,2023-07-06,463.43,Toys,North
b0299b38-f846-4e9a-89ee-5d63e0221f49,2024-04-19,92.11,Furniture,East
6a9d254a-1d44-4d88-8f72-0b483f5ba2fe,2023-09-25,723.23,Furniture,Central
308cf0d6-375f-4ab8-9c38-c14e067aa7c7,2024-08-13,537.47,Electronics,South
1d6fa6fa-7339-4813-ba4b-c3bd2f631db9,2024-09-26,693.25,Electronics,North
b06c8021-8678-49cb-bf5d-5c778134d8e2,2023-11-14,74.18,Clothing,West
64e4b149-695d-45eb-8c88-b9bbcd443251,2023-12-20,216.94,Clothing,East
890d4d18-e5c4-436f-aa7c-7fc4efc33289,2023-10-08,970.56,Clothing,Central
ed223a4e-769d-495d-9551-c2d015295e65,2024-10-28,81.86,Books,North
81a686cc-92e2-40a7-9a7f-f189eca6d6c7,2023-08-21,476.89,Clothing,East
1f4e27b5-43b5-4e9a-858d-b21c37f79502,2024-05-03,550.73,Books,West
6cf3007a-5f7d-4967-8bb0-87f58c4e70a7,2024-05-02,523.29,Books,West
6b5291fa-4288-45db-af76-ea8f16250d97,2024-05-06,926.59,Toys,Central
f04c2cac-706d-446b-a0b1-798b7707b234,2023-10-07,523.39,Electronics,South
92a3df74-a1e5-4153-8c15-94e2dde73ccf,2023-08-22,449.81,Toys,East
b5902dd2-1eb3-4404-a2bb-fa3924a60141,2023-10-09,670.47,Clothing,South
4dbc6295-5a6f-4d6f-9be0-a862274db8ae,2024-10-02,398.96,Furniture,Central
a6c1aa2e-2479-4102-ac1c-111135fa786a,2023-12-05,924.49,Furniture,South
acfc42ef-cc05-4dfe-bf2b-40c25c2f8141,2023-01-10,97.15,Furniture,Central
65c2f282-12c0-44f2-804a-75a319b3f82d,2024-06-17,516.39,Electronics,West
c3298d77-0c9c-436a-8a3b-d0c845a33578,2024-10-16,37.95,Electronics,West
6f2a7e90-5a3f-4453-b95a-d89e95cd1b43,2024-03-18,919.11,Toys,Central
6a2ced66-d0d2-43e9-a72b-0fc6b22c9519,2024-03-21,624.99,Books,East
8699dd4c-b72e-4f18-a253-d827b4685ddf,2023-08-09,701.24,Clothing,Central
fe453047-a8c8-4d75-989c-57652f17342b,2024-04-29,920.15,Toys,Central
1fa31fc3-7232-43e4-871a-cc26d7e872b8,2023-07-27,24.07,Books,East
85d1b78e-0dd2-4b36-8c57-31a270cb5d2b,2024-01-17,259.52,Furniture,East
83940305-341a-4b7a-a8a8-ea2958895d5a,2023-08-15,775.26,Electronics,Central
d16324fd-913f-4c2a-9184-16a81cb4ab5b,2024-03-17,116.58,Electronics,South
1489d1e0-8e49-4b0a-aa5b-e6709ac9138b,2023-12-09,421.41,Books,South
c5580dcd-2729-4d0c-8543-7bc2bfe22642,2023-06-05,430.38,Toys,West
2b41aa69-0d69-4dc3-913b-021454779699,2023-04-10,748.96,Furniture,Central
0711f0d7-c9c3-4347-859c-5dc0b05a2121,2024-10-02,339.64,Electronics,North
1e01a669-14e6-4f01-ae2c-56ff7198bc0f,2023-03-28,15.34,Electronics,South
2829b1ac-5e09-41dc-8b43-fda030ac7043,2023-09-05,616.65,Books,Central
bccee583-999e-465a-932b-4cb5456a305e,2024-11-10,349.0,Furniture,Central
4820c947-6400-4f7a-87d1-4ee9bb6d0c87,2023-05-18,467.76,Furniture,South
9234d0ad-7657-464b-9ef7-28d84d855069,2023-05-09,469.94,Furniture,West
cf335e6f-183c-4dd1-aa2b-d31861ca580d,2023-07-09,895.59,Electronics,Central
5f9dbd7d-b9d0-41eb-b2e3-cad442745d98,2024-01-20,583.66,Electronics,North
d2b5f6a7-c792-452f-8576-b376ed9f1757,2023-03-08,875.52,Clothing,North
328d2dcf-edbb-48d3-9321-a6ea2ad2bcdd,2023-02-22,396.82,Toys,East
4fc3aea5-ef36-40d2-830d-10e8f511c025,2024-03-13,684.26,Furniture,West
829bb593-7527-4af3-be51-2ddc49d9280e,2023-10-03,83.78,Electronics,Central
d7731eaf-307c-43bf-9bad-e3b0f917f5fc,2023-03-17,233.81,Clothing,South
2a014e59-4480-4c1a-b583-535370c28e74,2023-11-25,367.01,Electronics,South
80db2ada-75dc-435f-8ebc-c31af611c833,2024-05-20,725.65,Electronics,Central
e769e922-9bae-4f83-a8a4-af57e6de1d49,2023-05-19,786.86,Electronics,South
6acb468d-660c-498f-9127-04dd905bd1fd,2023-10-20,684.39,Furniture,North
cd43e36d-855f-4082-8a69-dcb83398cfe6,2023-05-29,618.76,Toys,South
96cc1ad6-18c5-44b5-8eb5-a93960c76dbe,2023-10-22,961.2,Books,Central
dfe78971-d921-4bcb-b34c-a7f83c777bdd,2024-01-30,563.57,Toys,West
34481ae3-a76c-485f-9320-8172ac2dc9c7,2023-09-19,238.62,Clothing,South
32b61a31-57e1-4d80-9fe9-2cf1f9ca06d6,2024-03-26,666.55,Furniture,North
fd72dd0d-e30b-4a16-acf5-55294e8537fe,2024-02-11,996.97,Books,East
d9a444de-348e-4cb1-9ae0-6e6eea03dc7d,2023-06-10,630.46,Toys,East
7914c828-e39a-41bd-8da9-f8a0066b45be,2024-11-27,703.84,Electronics,North
cae41b6c-739a-4351-a173-a8a6951b163e,2024-06-28,318.61,Furniture,South
484f3104-37d7-4326-b45a-585995fac258,2023-11-27,139.38,Furniture,East
818ff4e9-5e67-462b-99bf-89814c27b5a7,2023-08-18,16.71,Books,Central
fc113144-9dc4-4c93-8ad8-e92f0c7341ac,2024-09-28,593.86,Toys,Central
efdcf144-68de-43d0-84ea-bda10bf4a997,2023-08-02,254.08,Clothing,East
43543486-4699-4b12-bdb7-ee9f297648bc,2024-06-30,224.47,Electronics,Central
bb58a249-8733-4b76-803c-9d8be5a61560,2023-08-18,991.74,Electronics,South
b74911d6-0269-4b2c-843e-81f736e02ec9,2023-10-12,778.88,Furniture,West
fa179ee9-b9de-4d6d-8276-56739ac18932,2024-06-10,680.12,Toys,North
a733204e-e605-4ac0-bb2b-05ca79a42352,2024-07-18,579.71,Clothing,North
e1bbfa9e-867e-4d34-8c66-937e598e994a,2023-12-30,271.18,Clothing,North
38389791-872c-4062-80ce-a07be3f2ebc8,2024-08-18,150.31,Clothing,Central
9f2e7876-f763-44af-b0e1-2bffd460c2be,2023-05-22,341.08,Clothing,East
b1973c14-f7a8-4536-a972-734dbfe2cbf6,2024-05-09,707.26,Furniture,South
94c08df7-1060-4007-81ac-309d60628d1a,2024-06-27,393.43,Toys,East
84bae6e0-b818-447d-b495-642fd2b0fbd2,2023-07-25,322.65,Books,East
420a7687-8427-4b10-9edb-bd7f3f114bc2,2024-06-22,101.46,Books,North
6b261af6-72ef-4a79-8735-6190be0ed3ce,2023-06-01,277.26,Toys,South
adea6ad3-1b96-407d-a215-5c3d62cec750,2024-08-29,45.44,Clothing,East
16ce23ee-390a-46b8-b27a-aaefdafb4012,2024-06-18,666.72,Books,North
bbe1c1b8-abbc-45a8-8c6f-19b2abf92d04,2023-07-04,580.94,Books,Central
2de77c4b-827e-4b4b-9603-95b6279d737a,2024-07-12,440.07,Furniture,West
8ee12941-8e9b-4186-a7e8-192818d253f3,2023-02-17,491.32,Clothing,South
9662b032-9245-45d7-93da-49c66708289c,2023-12-27,553.47,Furniture,West
c617c455-1531-4a18-9780-d55c5ab579f7,2024-07-09,91.54,Toys,South
0fc8f934-12d1-4e5c-a02e-9e9ea66cf95d,2024-06-04,457.27,Clothing,South
8545b3c4-f09d-460a-bf0b-71c7d08e4e0a,2024-05-16,640.91,Electronics,West
05392ff1-6992-4272-8d8a-43b6ffc17d4e,2024-06-25,640.69,Furniture,West
1ebd805d-5258-4cff-9c3e-4ad899310c27,2024-03-29,660.13,Toys,West
66d66b8e-2dfa-4fcb-9612-31fe863095b4,2024-06-30,803.17,Clothing,West
3836fe65-3b01-4874-9555-b944bd0cd577,2023-04-17,903.57,Toys,North
9ccf2498-9db6-48c7-8266-5d8375ccb9bd,2023-06-17,426.7,Furniture,Central
0d0629c0-2ea5-4517-860e-e726349123ab,2024-08-07,506.7,Toys,South
0235cb96-50d6-4c31-86b4-d0294c0eeeab,2024-11-09,615.3,Electronics,North
240c6f91-5b8c-466b-84b8-b909c10935ea,2024-10-17,446.98,Furniture,North
34390bca-670b-42bc-bbf0-3f5655eccbdb,2024-02-01,444.31,Furniture,North
8d1378ab-4296-4517-9a30-32973891a4a8,2024-06-28,700.65,Electronics,South
734ba352-fa3e-4fb8-8d9d-6110962a6b92,2024-01-12,459.16,Toys,North
6930ed63-6a5f-4f09-8d75-399099681bdd,2023-06-12,320.76,Furniture,Central
944c7256-c4a3-43d1-ab9b-0e3df2c9c4bb,2023-08-23,112.06,Electronics,West
6324ef09-9bb0-4434-b523-dd2fad48f727,2023-08-26,773.84,Toys,West
e776964a-eade-423a-9cb3-8cc29770604d,2024-10-16,593.54,Electronics,Central
62ddfd1f-b4f8-476e-9d97-9c2b1737247c,2024-07-05,56.32,Furniture,North
0d732667-ef22-4d2c-9255-fa2a6f9fc09c,2024-04-20,802.39,Toys,North
fcfcd396-be6a-4483-925d-88f64ec6912c,2024-03-13,725.83,Books,North
cb6acc67-2cff-42c1-9a73-941952c94a6c,2023-05-10,904.73,Clothing,Central
70ceab32-9224-49fe-875c-80486edaf449,2024-05-29,137.01,Furniture,East
24c21cc8-cd68-4734-9afb-e3c07d5dd0a0,2023-07-04,10.18,Furniture,North
fb2de827-6dc0-4107-9e54-bd776ffaaaf3,2024-01-12,419.51,Books,Central
cf3f06d5-d7fd-4f52-920d-be41d4f304ec,2023-01-19,409.09,Toys,East
28994c48-8644-46b8-bf18-1e253f23c30c,2024-01-19,136.91,Books,North
c795b66e-71c4-4d42-be7d-b071f1ebdc95,2024-01-04,823.04,Toys,North
593b184e-3a92-4e5e-b720-3b8b01416e27,2023-10-07,150.74,Books,West
58111e54-0992-4466-8ee3-7a4ba7eec99c,2024-06-10,101.08,Toys,West
a16575cc-caa8-49d9-9ac4-60ac0c99de08,2024-05-06,875.26,Clothing,West
5c377d0b-c9e9-4c81-835c-663b763ebb5f,2024-09-11,757.27,Furniture,South
1fa1c427-75ad-46f6-bef9-284a10d809eb,2024-05-10,192.81,Electronics,North
401955b1-6d1d-4164-8e36-f045d5d19fa4,2024-11-13,774.48,Furniture,West
c50224cd-7889-4b63-95e7-71cbaa41661f,2023-11-06,10.65,Electronics,West
903cc2c1-8542-451c-8251-2d45c30bfabc,2023-09-14,385.89,Books,West
51185726-8006-4800-a6aa-93e335d7acb3,2024-05-01,243.66,Clothing,East
308d80cd-983f-4047-8091-c52edf636030,2024-04-18,740.43,Books,West
e89e2456-ef1e-45ff-9cf2-3de8a0df6001,2024-05-29,873.39,Clothing,North
a267f5d9-cdf4-4f4f-b234-eb1345842733,2024-10-12,556.42,Electronics,North
07bea9a8-7fbe-4f0c-94ec-21a427cf42dd,2024-11-26,348.85,Furniture,North
5a39cbf3-971b-4dfd-8b1e-13b8cb002b1b,2023-10-31,621.53,Electronics,West
92d1b344-82c5-49b1-b7b3-4a1952f14fa8,2023-06-01,268.7,Books,South
359f385e-9d53-4e18-a1d0-5810a8cf3006,2023-09-03,487.18,Electronics,Central
07c9e1d5-cfb5-4e34-b5f9-49fb7c89f661,2024-06-27,306.59,Electronics,South
0725a1c2-bd75-49e9-a331-33fcc1ef8ffc,2023-01-14,841.28,Electronics,West
9c9c26aa-818e-498a-9580-867b66d726d4,2023-09-13,338.07,Books,East
90da437f-f7a1-4276-b50f-fcfe0b1f747d,2024-04-28,53.22,Furniture,East
09f47ec4-ecbf-4ed0-a938-26e61461168d,2024-06-22,131.49,Electronics,Central
2ffb4fa3-f77b-4b0c-9b3d-da3fd90589a1,2023-09-06,812.26,Furniture,West
c12cb482-cb3a-44ff-ac84-c27b2ead1ad3,2024-08-09,310.84,Books,North
abd27477-04d9-4ce6-8ab0-151d862f2239,2024-11-22,97.98,Furniture,Central
5a5c3fce-5725-4863-8920-0cda4745f5d0,2023-04-13,555.96,Books,West
8fbd60d6-2c80-4f87-9249-3c6a1571719b,2023-12-28,636.91,Toys,South
8e677913-abf8-47d5-ac8e-84f9d3b18a73,2023-12-29,91.36,Books,West
9d76234e-55b3-442c-9543-7113608daa12,2023-08-20,302.62,Toys,Central
220a4bbe-8fe7-436d-94a2-49db41cec7da,2024-10-23,583.62,Furniture,Central
9d7a1b8e-8f5d-4630-aa2f-ce70d98cbd43,2024-08-04,201.23,Electronics,West
83c79af5-e9b8-428f-886f-2eb6d0f89463,2024-10-21,838.56,Electronics,East
2aeb0a24-8e74-4c97-b9ef-8025b49d3674,2023-04-15,254.63,Electronics,South
4ff33d13-d312-46db-a74b-156b6615c980,2023-06-26,544.45,Furniture,North
79f64406-76c2-4f48-8d7c-79fdb8a3c79e,2023-08-26,172.3,Electronics,South
72dc1b63-4bd8-41bf-bdc6-cd389122b123,2024-11-22,57.03,Toys,West
3053b468-cd2a-4daa-bc64-c0ae1e4fcc75,2024-08-22,511.07,Furniture,North
31fbc098-35e1-45cd-b13d-f2f49c5b61fa,2023-07-08,475.49,Electronics,West
e329a0d4-5e56-4fc2-91b5-55678ab49e29,2023-11-03,108.24,Clothing,West
a1fd6bcf-895b-4c81-afe6-3b369cc5dc87,2024-06-10,493.21,Toys,Central
473e5e8a-7735-4154-afae-bbc8be10e9ed,2024-01-05,981.75,Electronics,East
